,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
4951,4951,Hyundai i10,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197,78.9,5,2.11,Hyundai
4952,4952,Fiat Punto,Kolkata,2010,47000,Petrol,Manual,First,14.6,1197,74.0,5,1.49,Fiat
4953,4953,Maruti Alto,Jaipur,2011,100000,Petrol,Manual,First,19.7,796,46.3,5,1.5,Maruti
4955,4955,Maruti Swift,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197,81.8,5,2.85,Maruti
4956,4956,Mercedes-Benz New,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143,170.0,5,33.64,Mercedes-Benz
4957,4957,Tata Indica,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396,52.8,5,0.91,Tata
4958,4958,Maruti Alto,Jaipur,2014,45700,Petrol,Manual,Second,22.74,796,47.3,5,2.42,Maruti
4959,4959,Skoda Superb,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771,193.1,5,3.25,Skoda
4960,4960,Volkswagen Polo,Kolkata,2013,38000,Petrol,Manual,First,16.47,1198,73.9,5,2.8,Volkswagen
4961,4961,Maruti Dzire,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197,81.8,5,8.3,Maruti
4962,4962,Mahindra Scorpio,Bangalore,2010,144400,Diesel,Manual,Third,12.05,2179,120.0,8,5.25,Mahindra
4963,4963,Maruti Swift,Jaipur,2010,152000,Diesel,Manual,First,17.8,1248,75.0,5,2.9,Maruti
4964,4964,BMW 3,Pune,2013,71000,Diesel,Automatic,First,18.88,1995,184.0,5,15.0,BMW
4965,4965,Tata Nano,Jaipur,2012,80000,Petrol,Manual,Second,25.4,624,37.5,4,0.53,Tata
4966,4966,Toyota Innova,Mumbai,2014,87143,Diesel,Manual,First,12.99,2494,100.0,8,12.5,Toyota
4967,4967,Honda Brio,Mumbai,2012,25000,Petrol,Manual,First,18.4,1198,86.8,5,2.75,Honda
4968,4968,Tata Tiago,Pune,2018,2000,Petrol,Automatic,First,23.84,1199,83.83,5,5.0,Tata
4969,4969,Mahindra Scorpio,Kochi,2014,45239,Diesel,Manual,First,12.05,2179,120.0,8,7.09,Mahindra
4970,4970,BMW 5,Hyderabad,2011,101999,Diesel,Automatic,First,16.73,1995,218.0,5,19.99,BMW
4971,4971,Toyota Corolla,Mumbai,2014,74219,Diesel,Manual,First,21.43,1364,87.2,5,10.75,Toyota
4972,4972,Honda City,Mumbai,2016,25000,Petrol,Automatic,First,18.0,1497,117.3,5,9.45,Honda
4973,4973,Hyundai Verna,Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582,126.2,5,2.9,Hyundai
4974,4974,Maruti Swift,Kolkata,2015,36000,Diesel,Manual,First,26.59,1248,74.0,5,4.7,Maruti
4975,4975,Maruti Ciaz,Coimbatore,2016,41810,Petrol,Manual,First,20.73,1373,91.1,5,7.11,Maruti
4976,4976,Ford Ecosport,Jaipur,2014,93321,Diesel,Manual,First,22.7,1498,89.84,5,6.25,Ford
4977,4977,Maruti Alto,Hyderabad,2011,81000,Petrol,Manual,First,20.92,998,67.1,5,2.2,Maruti
4978,4978,Honda Amaze,Kochi,2019,25717,Petrol,Automatic,First,19.0,1199,88.76,5,8.86,Honda
4979,4979,Mahindra XUV500,Delhi,2015,37000,Diesel,Manual,First,15.1,2179,140.0,7,9.3,Mahindra
4980,4980,Mahindra TUV,Coimbatore,2017,56380,Diesel,Manual,First,18.49,1493,100.0,7,7.57,Mahindra
4981,4981,Honda Jazz,Chennai,2017,8000,Petrol,Manual,First,18.2,1199,88.7,5,7.9,Honda
4982,4982,Maruti Swift,Kochi,2018,14589,Petrol,Manual,First,16.1,1298,88.2,5,5.65,Maruti
4983,4983,Volkswagen Polo,Delhi,2013,65088,Petrol,Manual,First,16.47,1198,73.9,5,3.25,Volkswagen
4984,4984,Hyundai Creta,Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582,126.2,5,16.27,Hyundai
4985,4985,Chevrolet Beat,Coimbatore,2011,64831,Petrol,Manual,First,18.6,1199,79.4,5,3.21,Chevrolet
4986,4986,Honda Amaze,Kolkata,2013,38001,Diesel,Manual,First,25.8,1498,98.6,5,3.9,Honda
4987,4987,Mercedes-Benz E-Class,Mumbai,2008,77000,Petrol,Automatic,Second,10.0,2496,157.7,5,6.5,Mercedes-Benz
4988,4988,BMW 5,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993,265.0,5,48.0,BMW
4989,4989,Audi A3,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968,143.0,5,18.9,Audi
4990,4990,Maruti Swift,Pune,2015,131000,Diesel,Manual,First,26.59,1248,74.0,5,3.6,Maruti
4991,4991,Maruti Swift,Kolkata,2015,43000,Diesel,Manual,First,26.59,1248,74.0,5,5.5,Maruti
4992,4992,Toyota Innova,Pune,2011,68000,Diesel,Manual,Second,12.8,2494,102.0,7,7.0,Toyota
4993,4993,BMW X3,Bangalore,2016,45165,Diesel,Automatic,First,16.09,1995,184.0,5,41.75,BMW
4994,4994,BMW 5,Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995,218.0,5,10.5,BMW
4995,4995,Mahindra XUV500,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179,140.0,7,10.09,Mahindra
4996,4996,Honda City,Delhi,2009,71499,Petrol,Manual,First,17.0,1497,118.0,5,3.0,Honda
4997,4997,Force One,Chennai,2014,50000,Diesel,Manual,First,17.0,2200,139.01,7,12.0,Force
4998,4998,Volkswagen Polo,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498,88.0,5,4.91,Volkswagen
4999,4999,Honda Jazz,Kolkata,2010,45000,Petrol,Manual,First,16.0,1198,90.0,5,2.0,Honda
5000,5000,Toyota Etios,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364,67.06,5,5.3,Toyota
5001,5001,Nissan Terrano,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461,108.5,5,7.22,Nissan
5002,5002,BMW X3,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995,190.0,5,32.57,BMW
5003,5003,Hyundai i20,Mumbai,2010,57500,Petrol,Manual,First,18.5,1197,80.0,5,2.75,Hyundai
5004,5004,Maruti Eeco,Kochi,2018,43912,CNG,Manual,First,15.1,1196,73.0,5,4.33,Maruti
5005,5005,Ford Fiesta,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399,68.0,5,3.75,Ford
5006,5006,Honda City,Kochi,2014,60952,Petrol,Automatic,First,16.8,1497,118.0,5,5.91,Honda
5007,5007,Maruti Swift,Chennai,2013,87192,Diesel,Manual,First,25.2,1248,74.0,5,4.35,Maruti
5008,5008,Hyundai Grand,Delhi,2014,58000,Diesel,Manual,First,24.0,1120,70.0,5,3.25,Hyundai
5009,5009,Audi Q7,Pune,2017,59500,Diesel,Automatic,First,14.75,2967,245.0,7,68.0,Audi
5010,5010,Volkswagen Ameo,Mumbai,2016,16650,Petrol,Manual,First,17.0,1198,74.0,5,5.5,Volkswagen
5011,5011,Honda City,Kochi,2018,34696,Petrol,Automatic,First,18.0,1497,117.3,5,12.08,Honda
5012,5012,Maruti Baleno,Kochi,2018,42243,Diesel,Manual,First,27.39,1248,74.0,5,7.48,Maruti
5013,5013,Hyundai Grand,Jaipur,2016,57824,Diesel,Manual,First,24.0,1120,70.0,5,5.5,Hyundai
5014,5014,Maruti Swift,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248,73.9,5,3.5,Maruti
5015,5015,Maruti Swift,Delhi,2006,63000,Petrol,Manual,First,16.1,1197,74.0,5,1.6,Maruti
5016,5016,Land Rover,Delhi,2013,72000,Diesel,Automatic,First,0.0,2179,115.0,5,15.5,Land
5017,5017,Toyota Fortuner,Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982,171.0,7,19.0,Toyota
5018,5018,Honda Jazz,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498,98.6,5,8.4,Honda
5019,5019,Maruti Vitara,Pune,2016,31001,Diesel,Manual,First,24.3,1248,88.5,5,7.25,Maruti
5020,5020,Maruti Swift,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248,74.0,5,4.25,Maruti
5021,5021,Skoda Rapid,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498,103.52,5,5.7,Skoda
5022,5022,Land Rover,Hyderabad,2013,46000,Diesel,Automatic,Second,0.0,2179,115.0,5,26.0,Land
5023,5023,Maruti Alto,Hyderabad,2013,30852,Petrol,Manual,First,22.74,796,47.3,5,2.49,Maruti
5024,5024,Volkswagen Polo,Pune,2011,65000,Petrol,Manual,Second,16.47,1198,73.9,5,3.0,Volkswagen
5025,5025,Honda City,Delhi,2015,65000,Diesel,Manual,First,26.0,1498,98.6,5,5.95,Honda
5026,5026,Maruti Swift,Delhi,2013,72000,Diesel,Manual,First,23.4,1248,74.0,5,2.69,Maruti
5027,5027,Audi A4,Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968,174.33,5,26.0,Audi
5028,5028,Honda City,Kolkata,2015,32000,Petrol,Manual,First,17.8,1497,117.3,5,5.5,Honda
5029,5029,Ford Figo,Chennai,2016,29875,Petrol,Manual,First,18.16,1196,86.8,5,4.85,Ford
5030,5030,Maruti Vitara,Kochi,2018,32539,Diesel,Manual,First,24.3,1248,88.5,5,8.39,Maruti
5031,5031,Renault Duster,Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461,108.45,5,7.99,Renault
5032,5032,Hyundai i20,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396,88.73,5,6.95,Hyundai
5033,5033,Mahindra Logan,Mumbai,2010,93000,Petrol,Manual,First,15.7,1390,75.0,5,1.5,Mahindra
5034,5034,Honda City,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497,78.0,5,1.55,Honda
5035,5035,Ford Figo,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196,70.0,5,2.75,Ford
5036,5036,Renault Duster,Mumbai,2014,71300,Petrol,Manual,First,13.06,1598,102.53,5,4.25,Renault
5037,5037,Hyundai i10,Kolkata,2015,18000,Petrol,Manual,First,20.36,1197,78.9,5,2.85,Hyundai
5038,5038,Land Rover,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999,148.31,7,56.14,Land
5039,5039,Audi Q5,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984,208.0,5,10.0,Audi
5040,5040,Maruti Versa,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298,83.1,8,1.25,Maruti
5041,5041,Maruti Swift,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248,74.0,5,7.5,Maruti
5042,5042,Audi A4,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968,174.33,5,25.81,Audi
5043,5043,Volkswagen Polo,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198,74.0,5,4.3,Volkswagen
5044,5044,Toyota Fortuner,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982,171.0,7,11.0,Toyota
5045,5045,Toyota Fortuner,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982,171.0,7,11.75,Toyota
5046,5046,Honda Accord,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354,177.6,5,6.58,Honda
5047,5047,Maruti Swift,Chennai,2012,58133,Diesel,Manual,First,22.9,1248,74.0,5,4.8,Maruti
5048,5048,Skoda Fabia,Pune,2008,61000,Petrol,Manual,Second,17.5,1198,70.0,5,1.65,Skoda
5049,5049,Jeep Compass,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956,170.0,5,15.0,Jeep
5050,5050,Tata Nano,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624,37.5,4,1.0,Tata
5051,5051,Ford Fiesta,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596,101.0,5,1.65,Ford
5052,5052,Maruti Celerio,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793,47.0,5,3.6,Maruti
5053,5053,Toyota Fortuner,Delhi,2011,86000,Diesel,Manual,First,11.5,2982,171.0,7,11.5,Toyota
5054,5054,Maruti Celerio,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793,47.0,5,3.6,Maruti
5055,5055,Hyundai EON,Pune,2015,30158,Petrol,Manual,First,21.1,814,55.2,5,3.05,Hyundai
5056,5056,Ford Fiesta,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498,90.0,5,6.0,Ford
5057,5057,Volkswagen Polo,Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198,74.0,5,3.75,Volkswagen
5058,5058,Volkswagen Polo,Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199,74.0,5,6.17,Volkswagen
5059,5059,Maruti Vitara,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248,88.5,5,9.05,Maruti
5060,5060,Honda Brio,Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198,86.8,5,4.05,Honda
5061,5061,Maruti Swift,Pune,2013,55000,Petrol,Manual,First,17.5,1298,85.8,5,4.25,Maruti
5062,5062,Maruti Celerio,Kolkata,2018,30000,Petrol,Manual,First,23.1,998,67.04,5,3.75,Maruti
5063,5063,Hyundai Creta,Mumbai,2016,28000,Petrol,Automatic,First,13.0,1591,121.3,5,11.85,Hyundai
5064,5064,Ford Ecosport,Kochi,2016,31826,Diesel,Manual,First,22.7,1498,89.84,5,8.24,Ford
5066,5066,Honda CR-V,Jaipur,2008,100009,Petrol,Manual,Second,13.1,1997,141.1,5,6.5,Honda
5067,5067,Land Rover,Coimbatore,2019,17201,Diesel,Automatic,First,12.51,2179,187.7,7,58.91,Land
5068,5068,Mahindra XUV500,Delhi,2014,74345,Diesel,Manual,First,15.1,2179,140.0,7,8.0,Mahindra
5069,5069,Volkswagen Polo,Kochi,2015,58134,Petrol,Manual,First,16.47,1198,74.0,5,4.64,Volkswagen
5070,5070,Hyundai i10,Kochi,2010,30566,Petrol,Automatic,First,19.2,1197,80.0,5,3.32,Hyundai
5071,5071,Hyundai i10,Chennai,2012,55231,Petrol,Manual,Second,20.36,1197,78.9,5,2.78,Hyundai
5072,5072,Chevrolet Cruze,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998,163.7,5,8.95,Chevrolet
5073,5073,Mercedes-Benz E-Class,Mumbai,2013,50319,Petrol,Automatic,First,12.0,1991,181.03,5,21.95,Mercedes-Benz
5074,5074,Hyundai Sonata,Ahmedabad,2013,45000,Petrol,Manual,First,11.7,2359,134.0,5,7.9,Hyundai
5075,5075,Mercedes-Benz New,Kolkata,2007,43627,Petrol,Automatic,First,11.74,1796,186.0,5,29.0,Mercedes-Benz
5076,5076,Volkswagen Polo,Kolkata,2013,45000,Diesel,Manual,First,22.07,1199,73.9,5,3.25,Volkswagen
5077,5077,Honda City,Mumbai,2014,10500,Petrol,Manual,First,17.4,1497,117.3,5,5.9,Honda
5078,5078,Maruti Vitara,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248,88.5,5,9.88,Maruti
5079,5079,Hyundai Elite,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197,81.86,5,8.78,Hyundai
5080,5080,Tata New,Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179,138.1,7,2.75,Tata
5081,5081,Nissan Sunny,Kochi,2014,51553,Diesel,Manual,First,21.64,1461,84.8,5,5.98,Nissan
5082,5082,BMW 3,Delhi,2011,31000,Petrol,Automatic,First,10.9,2497,215.0,5,31.0,BMW
5083,5083,Toyota Corolla,Delhi,2011,67422,Petrol,Manual,Second,14.53,1798,138.0,5,3.55,Toyota
5084,5084,Hyundai Verna,Kochi,2015,60519,Diesel,Manual,First,22.32,1582,126.32,5,6.24,Hyundai
5085,5085,Maruti Swift,Kolkata,2009,34000,Diesel,Manual,First,19.3,1248,73.9,5,2.19,Maruti
5086,5086,Maruti Dzire,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248,73.75,5,5.5,Maruti
5087,5087,Maruti Alto,Pune,2014,17000,Petrol,Manual,First,24.07,998,67.1,5,2.1,Maruti
5088,5088,Jaguar XJ,Coimbatore,2011,43686,Petrol,Automatic,First,10.5,5000,503.0,4,50.66,Jaguar
5089,5089,Mercedes-Benz New,Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143,170.0,5,14.0,Mercedes-Benz
5090,5090,Hyundai Verna,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582,126.2,5,5.5,Hyundai
5091,5091,Chevrolet Aveo,Pune,2007,63000,Petrol,Manual,Third,14.2,1598,102.0,5,1.2,Chevrolet
5092,5092,Maruti Swift,Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197,81.8,5,5.3,Maruti
5093,5093,Hyundai Verna,Chennai,2015,85000,Diesel,Manual,First,23.9,1582,126.2,5,6.3,Hyundai
5094,5094,Mercedes-Benz GLC,Kochi,2017,26192,Diesel,Automatic,First,17.9,2143,168.0,5,40.47,Mercedes-Benz
5095,5095,Toyota Fortuner,Delhi,2013,65000,Diesel,Manual,First,13.0,2982,168.5,7,16.1,Toyota
5096,5096,Audi Q5,Delhi,2014,44999,Diesel,Automatic,First,12.8,1968,167.6,5,25.0,Audi
5097,5097,BMW 3,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995,170.0,5,7.95,BMW
5098,5098,Maruti Alto,Delhi,2016,35000,Petrol,Manual,First,24.7,796,47.3,5,2.65,Maruti
5099,5099,Maruti Alto,Coimbatore,2012,65349,Petrol,Manual,First,20.92,998,67.1,5,2.81,Maruti
5100,5100,Audi A4,Hyderabad,2012,80000,Petrol,Automatic,First,15.64,1798,167.62,5,17.5,Audi
5101,5101,Maruti Swift,Mumbai,2012,61000,Petrol,Manual,First,16.1,1197,85.0,5,3.3,Maruti
5102,5102,Maruti Wagon,Kochi,2019,31817,Petrol,Manual,First,22.5,998,67.04,5,5.34,Maruti
5103,5103,Skoda Rapid,Hyderabad,2016,41000,Diesel,Manual,First,21.14,1498,103.52,5,8.5,Skoda
5104,5104,Honda Jazz,Kochi,2010,82606,Petrol,Manual,Second,16.0,1198,90.0,5,2.69,Honda
5105,5105,Mahindra XUV500,Ahmedabad,2015,52000,Diesel,Manual,First,16.0,2179,140.0,7,11.5,Mahindra
5106,5106,Maruti Ritz,Coimbatore,2011,50318,Petrol,Manual,First,18.5,1197,85.8,5,4.06,Maruti
5107,5107,Mercedes-Benz GLE,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143,201.15,5,49.0,Mercedes-Benz
5108,5108,Skoda Rapid,Bangalore,2012,72000,Diesel,Manual,First,20.5,1598,103.5,5,4.6,Skoda
5109,5109,Hyundai Grand,Delhi,2015,63776,Diesel,Manual,First,24.0,1120,70.0,5,3.96,Hyundai
5110,5110,Hyundai Elite,Mumbai,2015,28133,Petrol,Manual,First,18.6,1197,81.86,5,5.6,Hyundai
5111,5111,Tata Zest,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248,74.0,5,3.75,Tata
5112,5112,Hyundai i20,Jaipur,2015,55697,Diesel,Manual,First,22.54,1396,88.73,5,5.5,Hyundai
5113,5113,Skoda Rapid,Delhi,2012,62000,Diesel,Manual,Second,20.5,1598,103.5,5,3.0,Skoda
5114,5114,Fiat Linea,Mumbai,2011,48000,Petrol,Manual,First,16.0,1368,90.0,5,3.0,Fiat
5115,5115,Maruti Swift,Pune,2010,90246,Petrol,Manual,First,16.1,1298,88.2,5,2.95,Maruti
5116,5116,Tata Indica,Hyderabad,2015,80500,Diesel,Manual,First,25.0,1396,69.0,5,2.45,Tata
5117,5117,Mercedes-Benz New,Pune,2012,119000,Diesel,Automatic,First,14.84,2143,170.0,5,13.99,Mercedes-Benz
5118,5118,Mercedes-Benz GLE,Bangalore,2016,28541,Diesel,Automatic,First,11.57,2987,254.79,5,60.75,Mercedes-Benz
5120,5120,Honda City,Chennai,2012,41000,Petrol,Manual,Second,16.8,1497,116.3,5,4.5,Honda
5121,5121,Hyundai i20,Mumbai,2010,58000,Petrol,Manual,Second,18.5,1197,80.0,5,2.5,Hyundai
5122,5122,Toyota Fortuner,Chennai,2015,99000,Diesel,Manual,First,13.0,2982,168.5,7,20.5,Toyota
5123,5123,Hyundai Grand,Delhi,2014,31200,Petrol,Manual,First,18.9,1197,82.0,5,3.9,Hyundai
5124,5124,Volkswagen Jetta,Chennai,2009,85000,Diesel,Manual,Second,15.0,1896,105.0,5,3.5,Volkswagen
5125,5125,Ford EcoSport,Hyderabad,2016,60924,Petrol,Automatic,First,15.63,1499,110.4,5,8.3,Ford
5126,5126,Hyundai EON,Chennai,2012,45000,Petrol,Manual,First,21.1,814,55.2,5,2.5,Hyundai
5127,5127,Nissan Micra,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198,75.94,5,2.65,Nissan
5128,5128,Honda Jazz,Kochi,2016,30534,Petrol,Automatic,First,19.0,1199,88.7,5,7.42,Honda
5129,5129,Volkswagen Polo,Kochi,2016,46399,Petrol,Manual,First,16.47,1198,74.0,5,4.63,Volkswagen
5130,5130,Maruti Alto,Kolkata,2008,42000,Petrol,Manual,First,19.7,796,46.3,5,1.09,Maruti
5131,5131,Hyundai Verna,Delhi,2011,67000,Diesel,Manual,First,22.32,1582,126.32,5,3.8,Hyundai
5132,5132,Mercedes-Benz E-Class,Mumbai,2013,58000,Diesel,Automatic,First,10.0,2148,170.0,5,15.75,Mercedes-Benz
5133,5133,Tata Zest,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193,88.7,5,5.27,Tata
5134,5134,Honda Brio,Mumbai,2012,39566,Petrol,Manual,Second,18.4,1198,86.8,5,2.75,Honda
5135,5135,Honda Jazz,Chennai,2016,14980,Diesel,Manual,First,27.3,1498,98.6,5,7.4,Honda
5136,5136,Maruti Alto,Jaipur,2017,18491,Petrol,Automatic,First,24.07,998,67.1,5,3.9,Maruti
5137,5137,Maruti Zen,Jaipur,2000,90000,Petrol,Manual,Second,17.3,993,60.0,5,0.7,Maruti
5138,5138,Hyundai i20,Pune,2015,118211,Diesel,Manual,First,22.54,1396,88.73,5,5.9,Hyundai
5139,5139,Maruti SX4,Coimbatore,2016,63316,Diesel,Manual,First,22.7,1598,118.0,5,9.58,Maruti
5140,5140,Mercedes-Benz E-Class,Delhi,2014,42000,Diesel,Automatic,First,14.21,2143,203.0,5,24.95,Mercedes-Benz
5141,5141,Chevrolet Enjoy,Kochi,2015,25648,Petrol,Manual,First,13.7,1399,98.82,7,4.29,Chevrolet
5142,5142,Mercedes-Benz E-Class,Delhi,2011,67612,Diesel,Automatic,Second,14.21,2143,203.0,5,11.5,Mercedes-Benz
5143,5143,Mahindra XUV500,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179,140.0,7,9.65,Mahindra
5144,5144,Hyundai i10,Mumbai,2015,20000,Petrol,Manual,First,20.36,1197,78.9,5,3.75,Hyundai
5145,5145,Hyundai Getz,Pune,2007,143000,Petrol,Manual,Second,14.2,1341,82.9,5,1.1,Hyundai
5146,5146,Audi Q7,Coimbatore,2014,118218,Diesel,Automatic,First,12.07,2967,241.4,7,31.41,Audi
5147,5147,Mahindra Scorpio,Pune,2012,99000,Diesel,Manual,Third,12.05,2179,120.0,8,6.0,Mahindra
5148,5148,Honda Jazz,Pune,2016,22700,Petrol,Manual,First,18.7,1199,88.7,5,5.55,Honda
5149,5149,Tata Safari,Jaipur,2017,28000,Diesel,Manual,First,14.0,2179,138.1,7,10.91,Tata
5150,5150,Mahindra XUV500,Kolkata,2014,62000,Diesel,Manual,First,15.1,2179,140.0,7,7.25,Mahindra
5151,5151,Volkswagen Polo,Hyderabad,2012,107023,Diesel,Manual,First,22.07,1199,73.9,5,3.9,Volkswagen
5152,5152,Maruti Swift,Delhi,2012,71082,Diesel,Manual,First,19.3,1248,73.9,5,3.95,Maruti
5153,5153,Audi Q3,Mumbai,2013,60000,Diesel,Automatic,First,15.73,1968,174.33,5,22.0,Audi
5154,5154,Maruti Celerio,Delhi,2014,21701,Petrol,Manual,First,23.1,998,67.04,5,3.38,Maruti
5155,5155,Honda City,Mumbai,2011,56000,Petrol,Manual,First,16.8,1497,116.3,5,3.45,Honda
5156,5156,Hyundai i20,Delhi,2016,32450,Petrol,Manual,First,18.6,1197,81.83,5,5.75,Hyundai
5157,5157,Renault KWID,Jaipur,2016,12500,Petrol,Manual,First,25.17,799,53.3,5,2.75,Renault
5158,5158,Mercedes-Benz CLA,Kochi,2019,20483,Diesel,Automatic,First,17.9,2143,136.0,5,30.3,Mercedes-Benz
5159,5159,Ford Ecosport,Hyderabad,2014,45800,Diesel,Manual,First,22.7,1498,89.84,5,7.5,Ford
5160,5160,Hyundai i20,Coimbatore,2015,35441,Petrol,Manual,First,18.6,1197,81.83,5,6.87,Hyundai
5161,5161,Toyota Innova,Bangalore,2015,86398,Diesel,Manual,First,12.99,2494,100.6,7,15.2,Toyota
5162,5162,Nissan Sunny,Chennai,2012,150000,Diesel,Manual,First,21.64,1461,84.8,5,3.5,Nissan
5163,5163,Maruti Swift,Hyderabad,2014,89000,Diesel,Manual,First,25.2,1248,74.0,5,5.85,Maruti
5164,5164,Maruti A-Star,Hyderabad,2010,68375,Petrol,Manual,First,19.0,998,66.1,5,2.5,Maruti
5165,5165,Maruti Swift,Pune,2013,52000,Petrol,Manual,First,18.6,1197,85.8,5,3.95,Maruti
5166,5166,Mercedes-Benz CLA,Jaipur,2017,39000,Diesel,Automatic,First,17.9,2143,136.0,5,27.0,Mercedes-Benz
5167,5167,Maruti Ertiga,Bangalore,2014,68000,Petrol,Manual,Second,16.02,1373,93.7,7,6.75,Maruti
5168,5168,Maruti Wagon,Jaipur,2007,71000,Petrol,Manual,Second,18.9,998,67.1,5,1.5,Maruti
5169,5169,Volkswagen Polo,Hyderabad,2012,72003,Diesel,Manual,First,22.07,1199,73.9,5,3.9,Volkswagen
5170,5170,Ford Ecosport,Hyderabad,2014,135670,Diesel,Manual,First,22.7,1498,89.84,5,6.55,Ford
5171,5171,Honda City,Kochi,2017,65850,Diesel,Manual,First,25.1,1498,98.6,5,9.44,Honda
5172,5172,Toyota Corolla,Coimbatore,2015,53920,Petrol,Manual,First,14.28,1798,138.03,5,10.77,Toyota
5173,5173,Mahindra XUV500,Ahmedabad,2014,58000,Diesel,Manual,First,15.1,2179,140.0,7,7.5,Mahindra
5174,5174,Maruti Alto,Kolkata,2016,4000,Petrol,Manual,First,24.7,796,47.3,5,3.0,Maruti
5175,5175,BMW 5,Chennai,2010,58000,Diesel,Automatic,First,18.59,2993,265.0,5,11.75,BMW
5176,5176,Hyundai EON,Kochi,2016,29832,Petrol,Manual,First,21.1,814,55.2,5,3.29,Hyundai
5177,5177,Maruti Swift,Chennai,2016,71156,Diesel,Manual,First,26.59,1248,74.0,5,6.5,Maruti
5178,5178,Maruti Celerio,Delhi,2015,64687,CNG,Manual,First,31.79,998,58.33,5,3.8,Maruti
5179,5179,Audi A4,Hyderabad,2011,54000,Diesel,Automatic,First,16.55,1968,147.51,5,18.0,Audi
5180,5180,Skoda Superb,Bangalore,2009,75000,Petrol,Automatic,Second,13.7,1798,157.75,5,4.95,Skoda
5181,5181,Tata Zest,Kochi,2015,39208,Petrol,Manual,First,17.57,1193,88.7,5,4.52,Tata
5182,5182,Force One,Kolkata,2014,41000,Diesel,Manual,First,17.0,2149,139.07,7,8.0,Force
5183,5183,Honda City,Coimbatore,2013,38622,Petrol,Manual,First,17.4,1497,117.3,5,6.26,Honda
5184,5184,Nissan Sunny,Chennai,2016,18000,Petrol,Manual,First,16.95,1498,97.7,5,7.5,Nissan
5185,5185,Maruti Swift,Delhi,2012,52000,Petrol,Manual,First,16.1,1197,74.0,5,3.65,Maruti
